page,row_index,code,kana,lat,lon,lat_dd,lon_dd
68,1465,MARIA,マリア,354013.89N,1361553.90E,35.670525000,136.264972222
69,1466,MARIX,マリックス,271632.49N,1283806.55E,27.275691667,128.635152778
69,1467,MARON,マロン,374640.12N,1373322.09E,37.777811111,137.556136111
69,1468,MARPE,マーペ,242726.96N,1241810.30E,24.457488889,124.302861111
69,1469,MARUB,マルブ,354011.54N,1343456.31E,35.669872222,134.582308333
69,1470,MARUH,マルー,433222.25N,1445054.20E,43.539513889,144.848388889
69,1471,MARUU,マルウ,420220.26N,1393029.74E,42.038961111,139.508261111
69,1472,MASAH,マサー,393052.04N,1410931.09E,39.514455556,141.158636111
69,1473,MASAN,マーサン,243033.23N,1242649.67E,24.509230556,124.447130556
69,1474,MASAT,マサト,325126.28N,1304557.61E,32.857300000,130.766002778
69,1475,MASHU,マシュウ,432815.18N,1443214.49E,43.470883333,144.537358333
69,1476,MASKU,マスク,340808.50N,1321609.94E,34.135694444,132.269427778
69,1477,MASUO,マスオ,334243.22N,1302145.77E,33.712005556,130.362713889
69,1478,MATPI,マトピ,355240.59N,1374356.59E,35.877941667,137.732386111
69,1479,MATSU,マツ,380536.88N,1414327.38E,38.093577778,141.724272222
69,1480,,マツモト,360921.51N,1375511.34E,36.155975000,137.919816667
69,1481,,マツヤマ,334948.37N,1324132.00E,33.830102778,132.692222222
69,1482,MATUN,マツン,372217.83N,1402605.67E,37.371619444,140.434908333
69,1483,MAUKA,マウカ,365824.82N,1392905.47E,36.973561111,139.484852778
69,1484,MAYAH,マヤ,343623.74N,1351211.00E,34.606594444,135.203055556
69,1485,MAYON,メイヨン,324226.74N,1360654.14E,32.707427778,136.115038889
69,1486,MAYVE,メイベ,321256.88N,1332033.59E,32.215800000,133.342663889
69,1487,MAZYA,マツヤ,335358.55N,1310858.01E,33.899597222,131.149447222
70,1488,MCGEE,マクギー,353229.00N,1410311.84E,35.541388889,141.053288889
70,1489,MEBNI,メブニ,351639.43N,1380823.52E,35.277619444,138.139866667
70,1490,MEDET,メデット,383935.50N,1401411.24E,38.659861111,140.236455556
70,1491,MEDIC,メディック,365010.50N,1371447.15E,36.836250000,137.246430556
70,1492,MEDIO,メディオ,392915.83N,1373220.07E,39.487730556,137.538908333
70,1493,MEEFU,ミーフ,261538.45N,1264010.65E,26.260680556,126.669625000
70,1494,MEGAT,メガット,360158.50N,1402754.58E,36.032916667,140.465161111
70,1495,MEGIS,メギス,362054.42N,1360645.07E,36.348450000,136.112519444
70,1496,MEIHO,メイホー,353611.96N,1364811.81E,35.603322222,136.803280556
70,1497,MEIJI,メイジ,351320.98N,1370651.93E,35.222494444,137.114425000
70,1498,MEKAB,メカブ,412727.09N,1410337.86E,41.457525000,141.060516667
70,1499,MEKAX,メカックス,282654.72N,1290826.40E,28.448533333,129.140666667
70,1500,MEKOK,メコック,324420.62N,1295932.64E,32.739061111,129.992400000
70,1501,MELAR,メラー,320620.09N,1311750.24E,32.105580556,131.297288889
70,1502,MELEN,メレン,293134.10N,1275757.29E,29.526138889,127.965913889
70,1503,MELOS,メロス,403741.76N,1402910.20E,40.628266667,140.486166667
70,1504,MELUL,メルル,281742.13N,1295140.33E,28.295036111,129.861202778
70,1505,,メマンベツ,435305.67N,1440958.26E,43.884908333,144.166183333
70,1506,MEMAX,メマックス,335936.29N,1301618.35E,33.993413889,130.271763889
70,1507,MEMEB,メメブ,385319.22N,1402551.21E,38.888672222,140.430891667
70,1508,MEMUS,メムス,433006.80N,1443934.24E,43.501888889,144.659511111
70,1509,MENAN,メナン,433729.90N,1450902.91E,43.624972222,145.150808333
70,1510,MENIB,メニブ,432929.43N,1442822.89E,43.491508333,144.473025000
70,1511,MENIX,メニックス,345842.08N,1415937.94E,34.978355556,141.993872222
70,1512,MENOU,メノウ,353109.15N,1353833.35E,35.519208333,135.642597222
71,1513,MENUR,メナー,335440.87N,1381644.36E,33.911352778,138.278988889
71,1514,MENYA,メンヤ,315609.28N,1313625.03E,31.935911111,131.606952778
71,1515,MEOTO,メオト,343430.44N,1364051.27E,34.575122222,136.680908333
71,1516,MEPUG,メパグ,334941.45N,1294843.53E,33.828180556,129.812091667
71,1517,MERED,メレッド,341417.40N,1412629.06E,34.238166667,141.441405556
71,1518,MERID,メリッド,332115.93N,1345728.05E,33.354425000,134.957791667
71,1519,MESSE,メッセ,351100.76N,1402214.70E,35.183544444,140.370750000
71,1520,METAL,メタル,331820.28N,1314541.23E,33.305633333,131.761452778
71,1521,METEL,メーテル,383325.60N,1405921.01E,38.557111111,140.989169444
71,1522,METIS,メティス,355945.62N,1401423.01E,35.996005556,140.239725000
71,1523,MEVIN,メビン,210000.00N,1223300.00E,21.000000000,122.550000000
71,1524,MEVOL,メボル,321628.58N,1360534.45E,32.274605556,136.092902778
71,1525,MEXAV,メキサブ,340059.01N,1340601.34E,34.016391667,134.100372222
71,1526,MEXIR,メキサー,324919.82N,1340422.82E,32.822172222,134.073005556
71,1527,MIATA,ミアータ,343904.63N,1331320.64E,34.651286111,133.222400000
71,1528,MIBAI,ミーバイ,245444.05N,1252426.32E,24.912236111,125.407311111
71,1529,MIBIB,ミビブ,341952.42N,1350341.54E,34.331227778,135.061538889
71,1530,MIDAI,ミダイ,313621.06N,1312212.71E,31.605850000,131.370197222
71,1531,MIDER,マイダー,350101.37N,1354933.61E,35.017047222,135.826002778
71,1532,MIDIP,ミディップ,271422.94N,1282048.41E,27.239705556,128.346780556
71,1533,MIDOH,ミドー,343857.74N,1353600.86E,34.649372222,135.600238889
71,1534,MIDUX,ミダックス,340429.41N,1340540.58E,34.074836111,134.094605556
71,1535,MIFFY,ミッフィー,360232.05N,1404959.52E,36.042236111,140.833200000
71,1536,MIFNE,ミフネ,323817.00N,1304538.71E,32.638055556,130.760752778
72,1537,MIGAP,ミガップ,325352.40N,1295034.16E,32.897888889,129.842822222
72,1538,MIHAR,ミーハー,384224.59N,1413529.33E,38.706830556,141.591480556
72,1539,,ミハラ,344715.87N,1392153.46E,34.787741667,139.364850000
72,1540,MIHOU,ミホ,353152.02N,1330538.09E,35.531116667,133.093913889
72,1541,MIJIL,ミージル,244432.89N,1251020.08E,24.742469444,125.172244444
72,1542,MIJUN,ミジュン,245338.80N,1251651.84E,24.894111111,125.281066667
72,1543,MIKAN,ミカン,341548.79N,1351409.96E,34.263552778,135.236100000
72,1544,MIKAS,ミカス,335506.61N,1323417.74E,33.918502778,132.571594444
72,1545,MIKES,マイクス,293513.10N,1254453.40E,29.586972222,125.748166667
72,1546,MIKKA,ミッカ,344629.03N,1372758.30E,34.774730556,137.466194444
72,1547,MIKRA,ミクラ,370255.13N,1400243.18E,37.048647222,140.045327778
72,1548,MIKUM,ミクム,390004.28N,1401624.49E,39.001188889,140.273469444
72,1549,MILAN,ミラン,335537.60N,1324054.23E,33.927111111,132.681730556
72,1550,MILEP,ミレップ,325250.49N,1301501.22E,32.880691667,130.250338889
72,1551,MILIT,ミリット,355646.79N,1411308.89E,35.946330556,141.219136111
72,1552,MILKU,ミルク,432945.72N,1445620.67E,43.496033333,144.939075000
72,1553,MILPS,ミルピス,451755.43N,1411841.99E,45.298730556,141.311663889
72,1554,MIMIG,ミミッグ,342607.38N,1351707.83E,34.435383333,135.285508333
72,1555,MIMMY,ミミー,345557.30N,1343200.78E,34.932583333,134.533550000
72,1556,MIMOD,ミモッド,293522.53N,1314453.86E,29.589591667,131.748294444
72,1557,MIMUP,ミマップ,335831.04N,1334532.93E,33.975288889,133.759147222
72,1558,MINAC,ミナック,345526.28N,1361026.37E,34.923966667,136.173991667
72,1559,MINAM,ミナミ,385001.66N,1395605.42E,38.833794444,139.934838889
72,1560,DAITO,ダイトウ,255116.14N,1311549.64E,25.854483333,131.263788889
73,1561,MINAT,ミナト,353642.40N,1332536.98E,35.611777778,133.426938889
73,1562,MINEL,ミネル,345956.25N,1364049.97E,34.998958333,136.680547222
73,1563,MINIR,ミニアー,333001.00N,1314414.31E,33.500277778,131.737308333
73,1564,MINNA,ミンナ,244617.48N,1243932.93E,24.771522222,124.659147222
73,1565,MINNE,ミネ,341137.67N,1311426.32E,34.193797222,131.240644444
73,1566,MINOS,ミノス,342149.00N,1341101.16E,34.363611111,134.183655556
73,1567,MINOU,ミノ,353923.51N,1364424.15E,35.656530556,136.740041667
73,1568,MINTO,ミント,340353.12N,1311905.48E,34.064755556,131.318188889
73,1569,MIOKA,ミオカ,404600.69N,1403506.18E,40.766858333,140.585050000
73,1570,MIRAI,ミライ,343212.64N,1355358.14E,34.536844444,135.899483333
73,1571,MIREI,ミレイ,423657.58N,1414306.58E,42.615994444,141.718494444
73,1572,MIRIO,ミリオ,340005.54N,1344232.57E,34.001538889,134.709047222
73,1573,MISEN,ミセン,342608.62N,1323830.89E,34.435727778,132.641913889
73,1574,MISMI,ミスミ,324524.10N,1303916.73E,32.756694444,130.654647222
73,1575,MISTA,ミスタ,422244.81N,1412312.35E,42.379113889,141.386763889
73,1576,MITCH,ミッチ,331003.89N,1301146.58E,33.167747222,130.196272222
73,1577,MITOP,ミトップ,351910.75N,1385550.43E,35.319652778,138.930675000
73,1578,MIURA,ミウラ,350502.07N,1394626.31E,35.083908333,139.773975000
73,1579,,ミヤコ,395156.30N,1415703.84E,39.865638889,141.951066667
73,1580,,ミヤコジマ,244638.61N,1251736.27E,24.777391667,125.293408333
73,1581,MIYAT,ミヤト,331934.27N,1344250.87E,33.326186111,134.714130556
73,1582,,ミヤザキ,315243.42N,1312614.88E,31.878727778,131.437466667
73,1583,,ミヤヅ,352850.49N,1350813.28E,35.480691667,135.137022222
73,1584,MIYOS,ミヨス,345336.99N,1324955.39E,34.893608333,132.832052778
74,1585,MIZKA,ミゾカ,323139.29N,1300453.52E,32.527580556,130.081533333
74,1586,MIZMA,ミズマ,331433.97N,1302556.52E,33.242769444,130.432366667
74,1587,MOANA,モアナ,350150.53N,1365230.40E,35.030702778,136.875111111
74,1588,MOCOS,モコス,320740.40N,1305350.64E,32.127888889,130.897400000
74,1589,MODEL,モデル,344148.83N,1372625.52E,34.696897222,137.440422222
74,1590,MOGMI,モグミ,382808.99N,1401231.68E,38.469163889,140.208800000
74,1591,MOHEA,モヘア,433705.51N,1441115.26E,43.618197222,144.187572222
74,1592,MOHRO,モーロ,275057.15N,1284613.21E,27.849208333,128.770336111
74,1593,MOIWA,モイワ,425555.18N,1411312.60E,42.931994444,141.220166667
74,1594,MOJAO,モジャオ,433608.06N,1450455.60E,43.602238889,145.082111111
74,1595,MOKBA,モクバ,375151.99N,1385245.32E,37.864441667,138.879255556
74,1596,MOKKE,モッケ,384548.71N,1400133.59E,38.763530556,140.025997222
74,1597,MOKOT,モコト,433709.26N,1441128.56E,43.619238889,144.191266667
74,1598,MOLKA,モルカ,263931.00N,1240000.00E,26.658611111,124.000000000
74,1599,MOLLI,モーリー,384114.56N,1411318.44E,38.687377778,141.221788889
74,1600,MOMOU,モモウ,343543.45N,1334022.43E,34.595402778,133.672897222
74,1601,MOMPA,モンパ,305040.83N,1295456.97E,30.844675000,129.915825000
74,1602,MONAI,モナイ,390800.77N,1402756.17E,39.133547222,140.465602778
74,1603,MONAK,モナック,375800.51N,1412337.29E,37.966808333,141.393691667
74,1604,,モンベツ,441818.96N,1432342.33E,44.305266667,143.395091667
74,1605,MONET,モネ,352921.80N,1364631.05E,35.489388889,136.775291667
74,1606,MONJI,モンジ,335626.75N,1305847.41E,33.940763889,130.979836111
74,1607,MONPI,モンピ,210000.00N,1403600.00E,21.000000000,140.600000000
75,1608,MONTA,モンタ,343151.57N,1330821.38E,34.530991667,133.139272222
75,1609,MORAI,モーライ,432356.46N,1411752.36E,43.399016667,141.297877778
75,1610,MORAY,モーレイ,341748.85N,1455946.75E,34.296902778,145.996319444
75,1611,MORII,モリイ,314107.85N,1304756.47E,31.685513889,130.799019444
75,1612,MORIO,モリオ,393645.20N,1412818.24E,39.612555556,141.471733333
75,1613,MORIZ,モリッツ,350324.31N,1371323.49E,35.056752778,137.223191667
75,1614,MOROM,モロム,341259.62N,1292400.83E,34.216561111,129.400230556
75,1615,MORVA,モルヴァ,351938.04N,1362533.59E,35.327233333,136.425997222
75,1616,MOSLO,モスロ,333149.89N,1380603.63E,33.530525000,138.101008333
75,1617,MOSSA,モッサ,330825.59N,1302441.67E,33.140441667,130.411575000
75,1618,MOSSH,モッシュ,383634.00N,1400035.10E,38.609444444,140.009750000
75,1619,MOTOI,モトイ,335323.26N,1313630.85E,33.889794444,131.608569444
75,1620,MOTOQ,モトック,333902.80N,1331018.35E,33.650777778,133.171763889
75,1621,MOUSU,モウス,392119.11N,1410818.81E,39.355308333,141.138558333
75,1622,MOVNI,モブニ,334625.21N,1345125.06E,33.773669444,134.856961111
75,1623,MSIRO,ムシロ,275455.55N,1285309.93E,27.915430556,128.886091667
75,1624,MUBLA,ムブラ,425452.89N,1440757.82E,42.914691667,144.132727778
75,1625,MUBTO,ムブト,374131.23N,1430840.16E,37.692008333,143.144488889
75,1626,MUCHA,ムチャ,282808.67N,1300022.17E,28.469075000,130.006158333
75,1627,MUGEL,ミュゲル,345326.62N,1392431.22E,34.890727778,139.408672222
75,1628,MUGEN,ムゲン,352422.70N,1375748.41E,35.406305556,137.963447222
75,1629,MUGIE,ムギ,333532.07N,1344643.17E,33.592241667,134.778658333
75,1630,MUGLA,ムグラ,341245.87N,1341152.42E,34.212741667,134.197894444
75,1631,MUGUS,ムガス,300006.00N,1245712.00E,30.001666667,124.953333333
75,1632,,ムカワ,423318.02N,1415720.27E,42.555005556,141.955630556
76,1633,MUKEP,ムケップ,330000.67N,1344732.38E,33.000186111,134.792327778
76,1634,MUKRI,ムクリ,343345.50N,1345419.20E,34.562638889,134.905333333
76,1635,MULAB,ムラブ,322735.31N,1320244.64E,32.459808333,132.045733333
76,1636,MULNA,マルナ,425251.66N,1441635.99E,42.881016667,144.276663889
76,1637,MUMBA,ムンバ,272351.92N,1245953.77E,27.397755556,124.998269444
76,1638,MUMSU,マムス,342656.19N,1351432.28E,34.448941667,135.242300000
76,1639,MUPPY,ムッピー,330717.50N,1302013.51E,33.121527778,130.337086111
76,1640,MURAT,ムラト,243227.94N,1242134.19E,24.541094444,124.359497222
76,1641,MUROH,ムロー,334040.60N,1354836.51E,33.677944444,135.810141667
76,1642,MUROT,ムロト,332041.64N,1342010.66E,33.344900000,134.336294444
76,1643,,ムサシ,332922.97N,1314343.52E,33.489713889,131.728755556
76,1644,MUSBI,ムスビ,375621.51N,1405947.76E,37.939308333,140.996600000
76,1645,MUSES,ミューゼス,314004.49N,1305007.39E,31.667913889,130.835386111
76,1646,MUSHA,ムシャ,390510.97N,1402052.17E,39.086380556,140.347825000
76,1647,MUTSU,ムツ,405909.59N,1410411.05E,40.985997222,141.069736111
76,1648,MUTUU,ムツー,330129.35N,1301250.48E,33.024819444,130.214022222
76,1649,MYOGI,ミョーギ,361228.00N,1383210.00E,36.207777778,138.536111111
77,1650,NACKS,ナックス,430000.66N,1413902.51E,43.000183333,141.650697222
77,1651,NACKY,ナッキー,255359.92N,1311713.56E,25.899977778,131.287100000
77,1652,NADAR,ナダー,335005.93N,1362402.17E,33.834980556,136.400602778
77,1653,NAEBA,ナエバ,371514.90N,1383208.58E,37.254138889,138.535716667
77,1654,,ナガサキ,325418.89N,1295504.73E,32.905247222,129.917980556
77,1655,NAGOM,ナゴム,281803.47N,1290214.25E,28.300963889,129.037291667
77,1656,,ナゴヤ,351554.96N,1365453.73E,35.265266667,136.914925000
77,1657,NAGRA,ナグラ,344438.06N,1400543.37E,34.743905556,140.095380556
77,1658,,ナハ,261230.71N,1273834.32E,26.208530556,127.642866667
77,1659,NAKAH,ナカ,362609.88N,1402250.78E,36.436077778,140.380772222
77,1660,NAKAN,ナカン,392449.66N,1411337.11E,39.413794444,141.226975000
77,1661,,ナカタネ,303607.76N,1305929.52E,30.602155556,130.991533333
77,1662,NAKAU,ナカウ,353242.32N,1330946.58E,35.545088889,133.162938889
77,1663,NAKRA,ナクラ,401127.68N,1401512.56E,40.191022222,140.253488889
77,1664,NAKTU,ナカツ,352801.55N,1372747.08E,35.467097222,137.463077778
77,1665,NALKO,ナルコ,332925.96N,1334448.59E,33.490544444,133.746830556
77,1666,NALTO,ナルト,340900.56N,1344313.29E,34.150155556,134.720358333
77,1667,NAMBU,ナンブ,404124.39N,1404715.47E,40.690108333,140.787630556
77,1668,NAMCO,ナムコ,361035.12N,1400226.32E,36.176422222,140.040644444
77,1669,NAMIE,ナミエ,260251.55N,1273910.12E,26.047652778,127.652811111
77,1670,NAMMY,ナミー,394835.96N,1395237.78E,39.809988889,139.877161111
77,1671,NANAC,ナナック,385422.71N,1431340.77E,38.906308333,143.227991667
77,1672,NANAO,ナナオ,370310.11N,1370252.76E,37.052808333,137.047988889
78,1673,NANJO,ナンジョー,260739.47N,1281709.81E,26.127630556,128.286058333
78,1674,NANKO,ナンコー,343638.74N,1352120.95E,34.610761111,135.355819444
78,1675,NANNO,ナンノ,415457.90N,1465133.04E,41.916083333,146.859177778
78,1676,NANYO,ナンヨウ,340236.25N,1314448.26E,34.043402778,131.746738889
78,1677,NAPRO,ナプロ,430125.58N,1413900.21E,43.023772222,141.650058333
78,1678,NASAK,ナサック,315939.92N,1311116.41E,31.994422222,131.187891667
78,1679,NASNO,ナスノ,365306.12N,1401016.29E,36.885033333,140.171191667
78,1680,NASSY,ナッシー,353212.41N,1340222.28E,35.536780556,134.039522222
78,1681,NATAC,ナタック,244429.68N,1233917.49E,24.741577778,123.654858333
78,1682,NATCH,ナッチ,341132.89N,1361139.96E,34.192469444,136.194433333
78,1683,NATEN,ナテン,344105.48N,1353326.81E,34.684855556,135.557447222
78,1684,NATON,ナトン,260705.80N,1273900.65E,26.118277778,127.650180556
78,1685,NATTY,ナッティ,355350.86N,1394531.32E,35.897461111,139.758700000
78,1686,NAVER,ネイバー,420744.19N,1413128.91E,42.128941667,141.524697222
78,1687,NEBTA,ネブタ,404027.26N,1403437.70E,40.674238889,140.577138889
78,1688,NECTA,ネクタ,354133.13N,1395304.94E,35.692536111,139.884705556
78,1689,NEJIE,ネジー,423434.17N,1414344.61E,42.576158333,141.729058333
78,1690,NEJYO,ネジョー,362659.08N,1363024.25E,36.449744444,136.506736111
78,1691,NEKKY,ネッキー,330700.93N,1301300.37E,33.116925000,130.216769444
78,1692,NENCH,ネンチ,323526.53N,1284723.09E,32.590702778,128.789747222
78,1693,NEORI,ネオリ,275405.06N,1285405.82E,27.901405556,128.901616667
78,1694,NEPPU,ネップ,440209.51N,1440132.13E,44.035975000,144.025591667
78,1695,NESIC,ネシック,425303.52N,1414029.62E,42.884311111,141.674894444
79,1696,NESKO,ネスコ,370558.40N,1364314.69E,37.099555556,136.720747222
79,1697,NEURO,ニューロ,355727.61N,1395441.30E,35.957669444,139.911472222
79,1698,NEXUS,ネクサス,354748.91N,1395829.35E,35.796919444,139.974819444
79,1699,NEZAM,ネザム,353003.58N,1374047.27E,35.500994444,137.679797222
79,1700,NICOL,ニコル,433911.96N,1434158.65E,43.653322222,143.699625000
79,1701,NIFTY,ニフティ,354951.78N,1400355.76E,35.831050000,140.065488889
79,1702,NIGEL,ナイジェル,355607.54N,1395117.80E,35.935427778,139.854944444
79,1703,,ニイガタ,375729.86N,1390653.59E,37.958294444,139.114886111
79,1704,NIIMI,ニイミ,351015.41N,1332109.55E,35.170947222,133.352652778
79,1705,NIKAK,ニカック,343504.87N,1340235.97E,34.584686111,134.043325000
79,1706,NIKAN,ニカン,431330.23N,1410336.03E,43.225063889,141.060008333
79,1707,NIKAP,ニカップ,422609.31N,1415256.48E,42.435919444,141.882355556
79,1708,NIKEX,ニケックス,344758.69N,1353424.86E,34.799636111,135.573572222
79,1709,NIKKO,ニッコー,362914.81N,1395147.22E,36.487447222,139.863116667
79,1710,NIKON,ニコン,381913.86N,1422812.11E,38.320516667,142.470030556
79,1711,NIKOP,ニコップ,253132.14N,1405341.45E,25.525594444,140.894847222
79,1712,NILUS,ニラス,355415.18N,1401208.75E,35.904216667,140.202430556
79,1713,NIMOH,ニモ,343944.80N,1365121.19E,34.662444444,136.855886111
79,1714,NIMOX,ニモックス,225440.37N,1260825.62E,22.911213889,126.140450000
79,1715,NINEN,ニネン,332238.32N,1314410.42E,33.377311111,131.736227778
79,1716,NINJA,ニンジャ,355148.16N,1395855.94E,35.863377778,139.982205556
79,1717,NINOX,ニノックス,352953.44N,1390953.06E,35.498177778,139.164738889
79,1718,NIPEN,ニペン,353954.42N,1403535.55E,35.665116667,140.593208333
79,1719,NIPPI,ニッピ,494236.00N,1592048.00E,49.710000000,159.346666667
80,1720,NIPPO,ニッポー,324411.28N,1315300.26E,32.736466667,131.883405556
80,1721,NIPUG,ニプグ,342434.74N,1350304.05E,34.409650000,135.051125000
80,1722,NIRAI,ニライ,262951.39N,1331627.05E,26.497608333,133.274180556
80,1723,NIRAX,ニラックス,374338.11N,1402226.12E,37.727252778,140.373922222
80,1724,NIRIP,ニリップ,341501.46N,1343009.32E,34.250405556,134.502588889
80,1725,NISEP,ニセップ,381602.07N,1403022.73E,38.267241667,140.506313889
80,1726,NISIN,ニシン,400009.66N,1374954.29E,40.002683333,137.831747222
80,1727,NITAD,ニタッド,342315.84N,1350843.59E,34.387733333,135.145441667
80,1728,NITBE,ニトベ,391517.95N,1410534.72E,39.254986111,141.092977778
80,1729,NITOT,ニトット,250016.37N,1485029.22E,25.004547222,148.841450000
80,1730,NITRO,ニトロ,354610.70N,1395704.47E,35.769638889,139.951241667
80,1731,NIVAL,ニバル,325726.55N,1301554.33E,32.957375000,130.265091667
80,1732,NIVIL,ニビル,341150.69N,1393156.86E,34.197413889,139.532461111
80,1733,NIXIS,ニクシス,355505.44N,1393551.01E,35.918177778,139.597502778
80,1734,NIXOV,ニクソブ,333644.49N,1342743.10E,33.612358333,134.461972222
80,1735,NOBAK,ノバック,325028.74N,1300737.67E,32.841316667,130.127130556
80,1736,NOBAT,ノバット,433006.06N,1450157.52E,43.501683333,145.032644444
80,1737,NOBEL,ノベル,370817.85N,1372014.99E,37.138291667,137.337497222
80,1738,NOBEP,ノベップ,323047.66N,1351506.21E,32.513238889,135.251725000
80,1739,NOBIG,ノビッグ,423258.02N,1414241.60E,42.549450000,141.711555556
80,1740,NOBUN,ノブン,341102.61N,1343518.00E,34.184058333,134.588333333
80,1741,NODAN,ノダン,402510.29N,1445945.93E,40.419525000,144.996091667
80,1742,NODEP,ノデップ,325858.77N,1295034.38E,32.982991667,129.842883333
80,1743,NODES,ノーデス,415943.00N,1404301.81E,41.995277778,140.717169444
80,1744,NODUK,ノダック,430605.53N,1430004.44E,43.101536111,143.001233333
81,1745,NOGAB,ノガブ,330822.54N,1310702.08E,33.139594444,131.117244444
81,1746,NOGAK,ノガック,300014.16N,1430954.12E,30.003933333,143.165033333
81,1747,NOGAL,ノガル,461300.00N,1530012.01E,46.216666667,153.003336111
81,1748,NOGEL,ノゲル,275212.84N,1285829.09E,27.870233333,128.974747222
81,1749,NOGIX,ノギックス,361052.00N,1422515.00E,36.181111111,142.420833333
81,1750,NOGUP,ノガップ,360037.32N,1381215.85E,36.010366667,138.204402778
81,1751,NOHEY,ノヘイ,413638.82N,1412615.16E,41.610783333,141.437544444
81,1752,NOITI,ノイチ,333400.03N,1334602.07E,33.566675000,133.767241667
81,1753,NOKAB,ノカブ,363552.98N,1363402.29E,36.598050000,136.567302778
81,1754,NOKIK,ノキック,432642.63N,1443539.60E,43.445175000,144.594333333
81,1755,NOKKA,ノッカ,425237.06N,1441643.50E,42.876961111,144.278750000
81,1756,NOKMO,ノクモ,333317.24N,1332014.00E,33.554788889,133.337222222
81,1757,NOKOH,ノコ,334149.51N,1301240.11E,33.697086111,130.211141667
81,1758,NOKUG,ノクグ,361451.27N,1373337.48E,36.247575000,137.560411111
81,1759,NOLAG,ノラグ,404842.24N,1404733.47E,40.811733333,140.792630556
81,1760,NOLAX,ノラックス,352522.00N,1431958.00E,35.422777778,143.332777778
81,1761,NOLEL,ノレル,332036.15N,1314409.37E,33.343375000,131.735936111
81,1762,NOLIM,ノリム,301654.10N,1304701.57E,30.281694444,130.783769444
81,1763,NOLOP,ノロップ,342236.58N,1351008.14E,34.376827778,135.168927778
81,1764,NOMAS,ノーマス,385449.64N,1380216.57E,38.913788889,138.037936111
81,1765,NOMOX,ノモックス,431912.19N,1442823.82E,43.320052778,144.473283333
81,1766,NONIV,ノニブ,344239.72N,1391943.48E,34.711033333,139.328744444
81,1767,NONNO,ノンノ,425715.12N,1441418.33E,42.954200000,144.238425000
81,1768,NONOC,ノノック,372010.62N,1370516.16E,37.336283333,137.087822222
81,1769,NONUT,ノナット,415105.46N,1412647.74E,41.851516667,141.446594444
81,1770,NOPID,ノピド,394742.05N,1410723.82E,39.795013889,141.123283333
81,1771,NOPPE,ノッペ,381125.51N,1390617.56E,38.190419444,139.104877778
81,1772,NOPPY,ノッピー,372214.69N,1371120.01E,37.370747222,137.188891667
81,1773,NORAN,ノーラン,335800.89N,1352712.06E,33.966913889,135.453350000
82,1774,NORIK,ノリック,355428.91N,1401054.53E,35.908030556,140.181813889
82,1775,NORIS,ノリス,343426.56N,1410408.49E,34.574044444,141.069025000
82,1776,NORMA,ノーマ,355900.83N,1403253.97E,35.983563889,140.548325000
82,1777,NOSLY,ノズリ,421403.59N,1453054.38E,42.234330556,145.515105556
82,1778,NOSSY,ノッシー,401321.82N,1400854.64E,40.222727778,140.148511111
82,1779,,ノト,371723.86N,1365746.48E,37.289961111,136.962911111
82,1780,NOUEH,ノウエ,333339.40N,1330955.53E,33.560944444,133.165425000
82,1781,NOVEL,ノベル,362106.94N,1400004.91E,36.351927778,140.001363889
82,1782,NOZOM,ノゾム,392931.83N,1400754.90E,39.492175000,140.131916667
82,1783,NUBDA,ナブダ,422327.78N,1472832.74E,42.391050000,147.475761111
82,1784,NUGNO,ナグノ,431259.36N,1421642.63E,43.216488889,142.278508333
82,1785,NULKI,ヌルキ,433301.62N,1435313.73E,43.550450000,143.887147222
82,1786,NUMAN,ニューマン,354714.43N,1401204.93E,35.787341667,140.201369444
82,1787,NUMKO,ナムコ,325434.50N,1363929.67E,32.909583333,136.658241667
82,1788,NUPDA,ヌプダ,265904.27N,1282747.30E,26.984519444,128.463138889
82,1789,NUPLI,ヌプリ,394822.09N,1401056.52E,39.806136111,140.182366667
82,1790,NUPNU,ヌプヌ,333820.65N,1334548.32E,33.639069444,133.763422222
82,1791,NURLI,ナーリ,341151.14N,1392947.90E,34.197538889,139.496638889
82,1792,NURSE,ナース,360939.29N,1400153.27E,36.160913889,140.031463889
82,1793,NUUSI,ヌーシ,243800.12N,1250504.90E,24.633366667,125.084694444
82,1794,NYLON,ナイロン,354018.54N,1400919.89E,35.671816667,140.155525000
82,1795,NYUDO,ニュードー,400302.85N,1393950.81E,40.050791667,139.664113889
82,1796,NYUTO,ニュートー,393950.33N,1402547.57E,39.663980556,140.429880556
83,1797,OATIS,オーティス,374859.19N,1433222.87E,37.816441667,143.539686111
83,1798,OBAKO,オバコ,400422.34N,1400316.11E,40.072872222,140.054475000
83,1799,OBAMA,オバマ,324806.39N,1300840.93E,32.801775000,130.144702778
83,1800,OBCHI,オブチ,405226.72N,1415127.82E,40.874088889,141.857727778
83,1801,OBDED,オブデッド,340901.45N,1341838.78E,34.150402778,134.310772222
83,1802,,オビヒロ,424402.27N,1431313.63E,42.733963889,143.220452778
83,1803,OBKAG,オブカグ,334344.95N,1335416.64E,33.729152778,133.904622222
83,1804,OBKAL,オブカル,424955.30N,1435815.32E,42.832027778,143.970922222
83,1805,OBKOS,オブコス,335215.01N,1295923.74E,33.870836111,129.989927778
83,1806,OBLUR,オブラー,340459.00N,1342227.00E,34.083055556,134.374166667
