page,row_index,code,kana,lat,lon,lat_dd,lon_dd
28,611,ELIEE,エリー,260115.67N,1273825.57E,26.021019444,127.640436111
28,612,ELKOT,エルコット,354412.68N,1372912.50E,35.736855556,137.486805556
28,613,ELMIR,エルマー,342145.73N,1360723.88E,34.362702778,136.123300000
28,614,ELMIS,エルミス,340638.14N,1302427.53E,34.110594444,130.407647222
28,615,ELMUL,エルムル,342410.00N,1345444.05E,34.402777778,134.912236111
28,616,ELNEB,エルネブ,341805.78N,1314134.44E,34.301605556,131.692900000
28,617,ELNIS,エルニス,350725.52N,1382252.49E,35.123755556,138.381247222
28,618,ELPAG,エルパッグ,313255.81N,1303819.99E,31.548836111,130.638886111
28,619,ELPEK,エルペック,391141.18N,1394642.09E,39.194772222,139.778358333
28,620,ELPIK,エルピック,342235.08N,1351005.91E,34.376411111,135.168308333
28,621,ELSAH,エルサ,350319.22N,1364540.18E,35.055338889,136.761161111
28,622,EMAJA,イマジャ,335653.37N,1335545.44E,33.948158333,133.929288889
28,623,EMIKO,エミコ,272846.34N,1284509.21E,27.479538889,128.752558333
28,624,EMITT,エミット,351020.74N,1365900.12E,35.172427778,136.983366667
28,625,EMREG,エムレグ,431315.11N,1420855.76E,43.220863889,142.148822222
28,626,EMREK,エムレック,335040.14N,1294400.82E,33.844483333,129.733561111
28,627,EMRON,エムロン,380621.65N,1500000.00E,38.106013889,150.000000000
28,628,EMSIG,エムシグ,340551.07N,1341834.28E,34.097519444,134.309522222
28,629,EMSUV,エムサブ,333236.94N,1351502.10E,33.543594444,135.250583333
28,630,EMTOT,エムトット,331852.26N,1343931.32E,33.314516667,134.658700000
28,631,EMVEN,エムベン,341209.66N,1344353.27E,34.202683333,134.731463889
28,632,ENBEN,エンベン,322342.09N,1310702.42E,32.395025000,131.117338889
29,633,ENBIM,エンビム,395519.34N,1411002.82E,39.922038889,141.167450000
29,634,ENBRY,エンブリー,403104.65N,1414221.71E,40.517958333,141.706030556
29,635,ENDAG,エンダグ,353046.66N,1371511.45E,35.512961111,137.253180556
29,636,ENDEG,エンデッグ,242015.94N,1241155.67E,24.337761111,124.198797222
29,637,ENDIB,エンディブ,333057.41N,1391114.47E,33.515947222,139.187352778
29,638,ENDOH,エンドー,371108.66N,1365824.25E,37.185738889,136.973402778
29,639,ENDON,エンドン,244455.78N,1411339.57E,24.748827778,141.227658333
29,640,ENEOS,エネオス,362230.73N,1393435.50E,36.375202778,139.576527778
29,641,ENGEZ,エンゲツ,334313.33N,1351822.24E,33.720369444,135.306177778
29,642,ENGID,エンギッド,333254.26N,1314232.63E,33.548405556,131.709063889
29,643,ENGUV,エンガブ,332822.74N,1330038.01E,33.472983333,133.010558333
29,644,ENKAT,エンカット,432331.50N,1442024.07E,43.392083333,144.340019444
29,645,ENKOV,エンコブ,331816.65N,1335543.62E,33.304625000,133.928783333
29,646,ENKUD,エンクド,341833.84N,1345719.29E,34.309400000,134.955358333
29,647,ENLUG,エンラグ,333756.22N,1305528.60E,33.632283333,130.924611111
29,648,ENMUH,エンム,351352.39N,1324512.46E,35.231219444,132.753461111
29,649,ENPAD,エンパッド,303437.21N,1300414.14E,30.577002778,130.070594444
29,650,ENPAR,エンパー,355205.16N,1394954.32E,35.868100000,139.831755556
29,651,ENPES,エンペス,393550.88N,1402511.00E,39.597466667,140.419722222
29,652,ENPOM,エンポム,344517.66N,1381734.08E,34.754905556,138.292800000
29,653,ENRAB,エンラブ,344448.19N,1313153.04E,34.746719444,131.531400000
29,654,ENRIT,エンリット,452105.08N,1412538.54E,45.351411111,141.427372222
29,655,ENRUN,エンラン,352736.11N,1321817.14E,35.460030556,132.304761111
29,656,ENSAT,エンサット,340331.69N,1424330.21E,34.058802778,142.725058333
29,657,ENSES,エンセス,335409.68N,1345413.68E,33.902688889,134.903800000
29,658,ENSIP,エンシップ,340134.00N,1342515.00E,34.026111111,134.420833333
29,659,ENSYU,エンシュウ,343235.86N,1380202.50E,34.543294444,138.034027778
30,660,ENTAK,エンタック,365936.89N,1404741.65E,36.993580556,140.794902778
30,661,ENTIX,エンティッ,334757.48N,1301818.94E,33.799300000,130.305261111
30,662,ENTOD,エントッド,423150.21N,1442054.34E,42.530613889,144.348427778
30,663,ENTOK,エントック,261914.34N,1245953.83E,26.320650000,124.998286111
30,664,ENVAS,エンヴァス,383044.48N,1393731.62E,38.512355556,139.625450000
30,665,ENVOP,エンボップ,363809.04N,1434936.08E,36.635844444,143.826688889
30,666,ENYAH,エンヤ,352135.67N,1324643.83E,35.359908333,132.778841667
30,667,EPDEK,エプデック,433552.81N,1450232.13E,43.598002778,145.042258333
30,668,EPDOM,エプドム,412212.04N,1435229.38E,41.370011111,143.874827778
30,669,EPKOP,エプコップ,415813.52N,1403209.61E,41.970422222,140.536002778
30,670,EPKUR,エプカー,341700.88N,1343943.98E,34.283577778,134.662216667
30,671,EPSON,エプソン,353036.17N,1401305.94E,35.510047222,140.218316667
30,672,ERABU,エラブ,272558.38N,1284156.27E,27.432883333,128.698963889
30,673,ESANN,エサン,420321.67N,1410527.55E,42.056019444,141.090986111
30,674,ESASI,エサシ,415448.28N,1401124.45E,41.913411111,140.190125000
30,675,ESBAK,エスバク,334905.98N,1353758.56E,33.818327778,135.632933333
30,676,ESBIS,エスビス,311512.51N,1272252.76E,31.253475000,127.381322222
30,677,ESBUN,エスバン,400906.87N,1410219.05E,40.151908333,141.038625000
30,678,ESDUS,エスダス,352049.58N,1392554.11E,35.347105556,139.431697222
30,679,ESGOG,エスゴグ,332446.00N,1332359.00E,33.412777778,133.399722222
30,680,ESKAP,エスカップ,323322.98N,1310059.32E,32.556383333,131.016477778
30,681,ESKAS,エスカス,370635.14N,1403549.37E,37.109761111,140.597047222
30,682,ESKEN,エスケン,360501.09N,1404122.76E,36.083636111,140.689655556
30,683,ESKOB,エスコブ,261009.51N,1275727.64E,26.169308333,127.957677778
30,684,ESKOK,エスコック,344356.21N,1422004.77E,34.732280556,142.334658333
31,685,ESLAS,エスラス,334034.67N,1302319.95E,33.676297222,130.388875000
31,686,ESLIL,エスリル,321912.72N,1305308.29E,32.320200000,130.885636111
31,687,ESLUK,エスラク,404553.31N,1433803.54E,40.764808333,143.634316667
31,688,ESMAD,エスマド,371919.37N,1383704.04E,37.322047222,138.617788889
31,689,ESNAL,エスナル,325112.57N,1303618.49E,32.853491667,130.605136111
31,690,ESNIP,エスニップ,370653.00N,1425014.00E,37.114722222,142.837222222
31,691,ESPAN,エスパン,341114.17N,1363508.81E,34.187269444,136.585780556
31,692,ESPEK,エスペック,245820.69N,1270446.62E,24.972413889,127.079616667
31,693,ESTRA,エストラ,290402.09N,1302806.15E,29.067247222,130.468375000
31,694,ETIGO,エチゴ,373339.23N,1391252.02E,37.560897222,139.214450000
31,695,EVERT,エバート,333925.07N,1350759.05E,33.656963889,135.133069444
31,696,EXPOH,エキスポー,350618.66N,1370111.60E,35.105183333,137.019888889
31,697,EZAKI,エザキ,254949.53N,1311559.59E,25.830425000,131.266552778
32,698,FAROL,ファロル,344329.65N,1364843.65E,34.724902778,136.812125000
32,699,FENDI,フェンディ,345639.25N,1364705.09E,34.944236111,136.784747222
32,700,FENIX,フェニックス,320830.42N,1313529.33E,32.141783333,131.591480556
32,701,FERAR,フェラー,331413.25N,1455946.92E,33.237013889,145.996366667
32,702,FEVER,フィーバー,261544.72N,1273746.59E,26.262422222,127.629608333
32,703,FIATO,フィアット,340037.43N,1330354.57E,34.010397222,133.065158333
32,704,FINCH,フィンチ,380633.00N,1403622.01E,38.109166667,140.606113889
32,705,FINGA,フィンガ,370733.46N,1383319.06E,37.125961111,138.555294444
32,706,FIONA,フィオナ,352845.68N,1404125.95E,35.479355556,140.690541667
32,707,FITTO,フィット,335908.63N,1400120.74E,33.985730556,140.022427778
32,708,FKASI,フカシ,361617.34N,1375454.42E,36.271483333,137.915116667
32,709,FLUTE,フルート,343218.90N,1365749.44E,34.538583333,136.963733333
32,710,FOCUS,フォーカス,264032.00N,1274243.39E,26.675555556,127.712052778
32,711,FOGEL,フォーゲル,360626.27N,1315743.33E,36.107297222,131.962036111
32,712,FOIRU,フォイル,375738.81N,1385915.41E,37.960780556,138.987613889
32,713,FOSTA,フォスタ,350832.91N,1344532.83E,35.142475000,134.759119444
32,714,FRAIZ,フレイズ,335748.85N,1293707.10E,33.963569444,129.618638889
32,715,FREDY,フレディ,305401.67N,1311543.46E,30.900463889,131.262072222
32,716,FREED,フリード,252840.11N,1263232.74E,25.477808333,126.542427778
32,717,FTAMI,フタミ,343403.91N,1364231.03E,34.567752778,136.708619444
32,718,FUBKI,フブキ,324707.85N,1300312.75E,32.785513889,130.053541667
32,719,FUBOU,フボウ,375540.20N,1403551.64E,37.927833333,140.597677778
32,720,FUCHA,フッチャ,273215.46N,1284909.78E,27.537627778,128.819383333
33,721,FUCHU,フチュウ,341551.38N,1335345.09E,34.264272222,133.895858333
33,722,FUDOU,フドウ,340615.76N,1342950.98E,34.104377778,134.497494444
33,723,FUGEN,フゲン,323919.48N,1302925.48E,32.655411111,130.490411111
33,724,FUJIK,フジック,344140.77N,1382539.17E,34.694658333,138.427547222
33,725,FUJIM,フジム,422422.60N,1414815.63E,42.406277778,141.804341667
33,726,FUKJU,フクジュ,434140.46N,1440413.26E,43.694572222,144.070350000
33,727,FUKUE,フクエ,324006.98N,1284936.25E,32.668605556,128.826736111
33,728,,フクオカ,334034.35N,1302322.66E,33.676208333,130.389627778
33,729,,フクシマ,371327.50N,1402613.51E,37.224305556,140.437086111
33,730,FUMAI,フマイ,352811.29N,1330022.58E,35.469802778,133.006272222
33,731,FUMOT,フモト,325626.84N,1305337.58E,32.940788889,130.893772222
33,732,FUNKA,フンカ,422100.94N,1403658.61E,42.350261111,140.616280556
33,733,FURAH,フラ,365758.46N,1401404.48E,36.966238889,140.234577778
33,734,FUSHA,フーシャ,331737.73N,1320814.57E,33.293813889,132.137380556
33,735,FUSSE,フッセ,361245.38N,1332457.44E,36.212605556,133.415955556
33,736,FUUKA,フウカ,244450.77N,1251213.64E,24.747436111,125.203788889
33,737,FUUTA,フウタ,430907.58N,1411410.09E,43.152105556,141.236136111
34,738,GAHRA,ガーラ,244243.13N,1250550.35E,24.711980556,125.097319444
34,739,GAINA,ガイナ,353623.51N,1333126.60E,35.606530556,133.524055556
34,740,GAKIA,ガキア,274858.13N,1272514.92E,27.816147222,127.420811111
34,741,GAKKI,ガッキ,344452.33N,1374050.37E,34.747869444,137.680658333
34,742,GAKKO,ガッコ,394338.94N,1402411.80E,39.727483333,140.403277778
34,743,GAKTO,ガクト,362121.81N,1375442.02E,36.356058333,137.911672222
34,744,GALAS,ガラス,334316.34N,1351826.57E,33.721205556,135.307380556
34,745,GAMAR,ガマー,361119.38N,1400458.98E,36.188716667,140.083050000
34,746,GAMBA,ガンバ,344253.77N,1354007.31E,34.714936111,135.668697222
34,747,GAMJA,ガムジャ,332504.67N,1294913.62E,33.417963889,129.820450000
34,748,GAMMA,ガンマ,355856.27N,1405234.61E,35.982297222,140.876280556
34,749,GANAS,ガナス,252606.06N,1255238.95E,25.435016667,125.877486111
34,750,GANDO,ガンド,364334.45N,1371419.96E,36.726236111,137.238877778
34,751,GANEK,ガネック,270144.64N,1255346.74E,27.029066667,125.896316667
34,752,GANJU,ガンジュ,255219.95N,1264323.97E,25.872208333,126.723325000
34,753,GANSU,ガンス,392512.44N,1411222.60E,39.420122222,141.206277778
34,754,GASAN,ガッサン,380711.98N,1400929.76E,38.119994444,140.158266667
34,755,GATAL,ガタル,330447.37N,1300740.35E,33.079825000,130.127875000
34,756,GATAN,ガタン,255833.89N,1311813.24E,25.976080556,131.303677778
34,757,GATES,ゲイツ,340821.38N,1344902.57E,34.139272222,134.817380556
34,758,GAUDI,ガウディ,353002.42N,1410418.10E,35.500672222,141.071694444
34,759,GELMA,ゲルマ,262037.85N,1272431.22E,26.343847222,127.408672222
34,760,GEMBU,ゲンブ,342901.28N,1393623.50E,34.483688889,139.606527778
35,761,GEMIN,ジェミン,355738.61N,1402450.74E,35.960725000,140.414094444
35,762,GEMNI,ジェムニ,254108.97N,1265518.80E,25.685825000,126.921888889
35,763,GENGE,ゲンゲ,373231.90N,1374600.89E,37.542194444,137.766913889
35,764,GEPPA,ゲッパ,395334.32N,1392624.58E,39.892866667,139.440161111
35,765,GIBAR,ギバー,392905.47N,1401757.27E,39.484852778,140.299241667
35,766,GIINA,ジーナ,353120.65N,1403259.15E,35.522402778,140.549763889
35,767,GILUS,ギルス,335245.50N,1311057.85E,33.879305556,131.182736111
35,768,GINGA,ギンガ,433738.73N,1435710.93E,43.627425000,143.953036111
35,769,GINJI,ギンジ,350539.64N,1351651.02E,35.094344444,135.280838889
35,770,GINJO,ギンジョー,370902.02N,1364210.49E,37.150561111,136.702913889
35,771,GINRE,ギンレー,363841.37N,1365621.24E,36.644825000,136.939233333
35,772,GINZA,ギンザ,383840.62N,1402420.18E,38.644616667,140.405605556
35,773,GLARE,グレア,360047.83N,1401937.34E,36.013286111,140.327038889
35,774,GLAXY,グラクシー,363059.70N,1403857.51E,36.516583333,140.649308333
35,775,GLORY,グローリー,342736.04N,1344400.57E,34.460011111,134.733491667
35,776,GLOVR,グラバー,331352.88N,1300221.35E,33.231355556,130.039263889
35,777,GNITS,グニッツ,391722.54N,1381238.53E,39.289594444,138.210702778
35,778,GODIN,ゴーディン,362425.34N,1401655.89E,36.407038889,140.282191667
35,779,GOGON,ゴゴン,402817.83N,1411521.28E,40.471619444,141.255911111
35,780,GOHEI,ゴヘイ,361151.57N,1372128.44E,36.197658333,137.357900000
35,781,GOKAH,ゴカー,323551.38N,1305354.33E,32.597605556,130.898425000
35,782,GOKOR,ゴコール,355628.14N,1401450.78E,35.941150000,140.247438889
36,783,GOKYO,ゴキョウ,323617.16N,1300412.81E,32.604766667,130.070225000
36,784,GOLDO,ゴールド,380356.85N,1382435.49E,38.065791667,138.409858333
36,785,GOLIA,ゴライア,341632.09N,1350009.28E,34.275580556,135.002577778
36,786,GOLUS,ゴラス,405254.18N,1403115.48E,40.881716667,140.520966667
36,787,GOMAF,ゴマフ,442401.30N,1432107.16E,44.400361111,143.351988889
36,788,GOMAR,ゴマー,322744.70N,1275128.78E,32.462416667,127.857994444
36,789,GOMES,ゴメス,271616.20N,1284155.61E,27.271166667,128.698780556
36,790,GOMIM,ゴミム,343913.88N,1391812.19E,34.653855556,139.303386111
36,791,GONBE,ゴンベ,333752.26N,1321148.78E,33.631183333,132.196883333
36,792,GONOU,ゴノウ,402512.88N,1401307.40E,40.420244444,140.218722222
36,793,GORIN,ゴリン,243205.23N,1295344.68E,24.534786111,129.895744444
36,794,GOROH,ゴロー,325837.47N,1301754.50E,32.977075000,130.298472222
36,795,GORYO,ゴリョウ,433814.72N,1422045.68E,43.637422222,142.346022222
36,796,GORYU,ゴリュウ,371154.55N,1374610.35E,37.198486111,137.769541667
36,797,GOSEN,ゴセン,372844.03N,1391747.30E,37.478897222,139.296472222
36,798,GOSIK,ゴシック,363003.66N,1363552.24E,36.501016667,136.597844444
36,799,GOSKI,ゴシキ,322448.78N,1301636.64E,32.413550000,130.276844444
36,800,GOTOH,ゴトー,243319.16N,1231019.25E,24.555322222,123.172013889
36,801,GOTON,ゴトン,255413.22N,1311652.33E,25.903672222,131.281202778
36,802,GOTVI,ゴトビ,335515.48N,1341419.22E,33.920966667,134.238672222
36,803,GOURA,ゴーラ,334138.64N,1291652.47E,33.694066667,129.281241667
36,804,GOWAS,ゴワス,320421.02N,1304813.81E,32.072505556,130.803836111
36,805,GOZEN,ゴゼン,362504.92N,1361156.57E,36.418033333,136.199047222
36,806,GRAYL,グレイル,351504.83N,1412937.95E,35.251341667,141.493875000
36,807,GREEN,グリーン,325355.23N,1333359.40E,32.898675000,133.566500000
36,808,GRIPP,グリップ,352233.41N,1370619.28E,35.375947222,137.105355556
37,809,GUFFI,グッフィー,424917.45N,1415043.48E,42.821513889,141.845411111
37,810,GUGBI,ガグビ,374631.61N,1410600.30E,37.775447222,141.100083333
37,811,GUGOS,グゴス,363302.34N,1355529.74E,36.550650000,135.924927778
37,812,GUGVA,ガグヴァ,354213.98N,1395129.92E,35.703883333,139.858311111
37,813,GUJYO,グジョー,352150.52N,1363438.48E,35.364033333,136.577355556
37,814,GULBO,ガルボ,352632.86N,1414509.55E,35.442461111,141.752652778
37,815,GULEG,グレグ,325233.63N,1381002.21E,32.876008333,138.167280556
37,816,GULID,グリッド,353921.32N,1402830.25E,35.655922222,140.475069444
37,817,GULIS,グリス,344705.16N,1411214.67E,34.784766667,141.204075000
37,818,GUMBO,ガンボ,224554.00N,1231506.00E,22.765000000,123.251666667
37,819,GUMID,グミッド,343425.75N,1340233.95E,34.573819444,134.042763889
37,820,GUMIK,グミク,353531.70N,1395301.14E,35.592138889,139.883650000
37,821,GUMRI,グムリ,270529.18N,1282114.00E,27.091438889,128.353888889
37,822,GUMYO,グミョウ,353248.98N,1402201.70E,35.546938889,140.367138889
37,823,GUNVI,ガンヴィ,340630.08N,1344417.25E,34.108355556,134.738125000
37,824,GUNZE,グンゼ,351624.89N,1351348.45E,35.273580556,135.230125000
37,825,GUPER,グーパー,334439.04N,1385420.88E,33.744177778,138.905800000
37,826,GUPTI,ガプティー,290124.45N,1280918.67E,29.023458333,128.155186111
37,827,GURAG,グラグ,210000.00N,1272500.00E,21.000000000,127.416666667
37,828,GURAR,グーラー,305910.73N,1341338.41E,30.986313889,134.227336111
37,829,GURIP,グリップ,363316.42N,1403736.49E,36.554561111,140.626802778
37,830,GURUX,グルックス,260852.24N,1271226.56E,26.147844444,127.207377778
37,831,GUSGI,ガスギ,365537.57N,1402404.59E,36.927102778,140.401275000
37,832,GUSLU,グスル,305443.83N,1333936.98E,30.912175000,133.660272222
38,833,GUSPA,ガスパ,331058.37N,1295521.94E,33.182880556,129.922761111
38,834,GUSRO,ガスロ,353944.78N,1390813.11E,35.662438889,139.136975000
38,835,GUSUK,グスク,242754.18N,1242527.08E,24.465050000,124.424188889
38,836,GUTLO,ガトロ,344715.03N,1411244.76E,34.787508333,141.212433333
38,837,GYODA,ギョーダ,360950.18N,1391839.70E,36.163938889,139.311027778
38,838,GYOGN,ギョグン,333148.92N,1394844.58E,33.530255556,139.812383333
39,839,HABAR,ハバー,341909.74N,1333519.62E,34.319372222,133.588783333
39,840,HABIK,ハビック,343246.79N,1353914.17E,34.546330556,135.653936111
39,841,HABOH,ハボー,323521.51N,1302152.94E,32.589308333,130.364705556
39,842,HABSI,ハブシ,342307.03N,1392344.72E,34.385286111,139.395755556
39,843,HACHA,ハチャ,280923.83N,1290051.46E,28.156619444,129.014294444
39,844,HACHI,ハチ,354704.21N,1364056.98E,35.784502778,136.682494444
39,845,,ハチジョウ,330651.66N,1394718.54E,33.114350000,139.788483333
39,846,HAGAR,ハガー,363452.00N,1400223.13E,36.581111111,140.039758333
39,847,HAGNO,ハグノ,375917.40N,1412443.06E,37.988166667,141.411961111
39,848,HAIJI,ハイジ,385320.83N,1375051.88E,38.889119444,137.847744444
39,849,HAILY,ヘイリー,361552.31N,1391747.17E,36.264530556,139.296436111
39,850,HAKBA,ハクバ,371535.83N,1375304.71E,37.259952778,137.884641667
39,851,HAKKA,ハッカ,365034.77N,1382845.02E,36.842991667,138.479172222
39,852,,ハコダテ,414626.51N,1404955.98E,41.774030556,140.832216667
39,853,HALKA,ハルカ,341305.55N,1345902.46E,34.218208333,134.984016667
39,854,HALKI,ハルキ,371923.15N,1370224.82E,37.323097222,137.040227778
39,855,HALMA,ハルマ,255334.96N,1304240.05E,25.893044444,130.711125000
39,856,HALON,ハロン,331455.57N,1345950.00E,33.248769444,134.997222222
39,857,HAMAU,ハマウ,342551.92N,1390951.15E,34.431088889,139.164208333
39,858,HAMNA,ハムナ,343336.51N,1375246.26E,34.560141667,137.879516667
40,859,HANAB,ハナブ,382535.49N,1380156.55E,38.426525000,138.032375000
40,860,,ハナマキ,392600.09N,1410800.60E,39.433358333,141.133500000
40,861,HANAR,ハナー,342149.89N,1404923.29E,34.363858333,140.823136111
40,862,HANKA,ハンカ,390105.96N,1403340.77E,39.018322222,140.561325000
40,863,HANTO,ハントー,343040.64N,1370204.30E,34.511288889,137.034527778
40,864,HAPPO,ハッポー,370604.90N,1375320.73E,37.101361111,137.889091667
40,865,HAPPY,ハッピー,424258.09N,1430745.16E,42.716136111,143.129211111
40,866,HARIO,ハリオ,330019.11N,1295012.08E,33.005308333,129.836688889
40,867,HARKI,ハーキィ,492123.00N,1594108.00E,49.356388889,159.685555556
40,868,HARKY,ハーキー,342922.26N,1351747.71E,34.489516667,135.296586111
40,869,HARPS,ハープス,352757.71N,1404015.22E,35.466030556,140.670894444
40,870,HASMA,ハスマ,340039.52N,1293914.77E,34.010977778,129.654102778
40,871,HASSA,ハッサ,262334.12N,1275515.96E,26.392811111,127.921100000
40,872,HASSY,ハッシー,340718.72N,1314344.23E,34.121866667,131.728952778
40,873,HATAR,ハター,362018.40N,1393624.29E,36.338444444,139.606747222
40,874,HATBA,ハトバ,352623.40N,1394315.90E,35.439833333,139.721083333
40,875,HATCH,ハッチ,342042.89N,1350248.04E,34.345247222,135.046677778
40,876,HATIA,ハチア,340311.89N,1322159.19E,34.053302778,132.366441667
40,877,HATIS,ハティス,340138.50N,1344328.09E,34.027361111,134.724469444
40,878,HATRI,ハトリ,372259.60N,1400918.87E,37.383222222,140.155241667
40,879,HATSU,ハツ,345835.56N,1392953.09E,34.976544444,139.498080556
40,880,HAYAH,ハヤ,334337.63N,1351905.26E,33.727119444,135.318127778
41,881,HAZEL,ハゼル,341406.42N,1292321.90E,34.235116667,129.389416667
41,882,HEIAN,ヘイアン,352046.95N,1354543.63E,35.346375000,135.762119444
41,883,HEIGU,ヘイグ,333646.76N,1320427.95E,33.612988889,132.074430556
41,884,HEIKE,ヘイケ,372401.00N,1394439.00E,37.400277778,139.744166667
41,885,HEIWA,ヘイワ,340147.84N,1304830.27E,34.029955556,130.808408333
41,886,HENRO,ヘンロ,335408.87N,1324925.09E,33.902463889,132.823636111
41,887,HERAI,ヘライ,362021.99N,1361944.01E,36.339441667,136.328891667
41,888,HERON,ヘロン,373155.90N,1403555.59E,37.532194444,140.598775000
41,889,HIBAR,ヒバー,410638.30N,1404501.60E,41.110638889,140.750444444
41,890,HIBIS,ハイビス,341454.82N,1340730.02E,34.248561111,134.125005556
41,891,HIDAH,ヒダー,363035.79N,1370219.63E,36.509941667,137.038786111
41,892,HIDEK,ハイデック,282150.97N,1324502.30E,28.364158333,132.750638889
41,893,HIGMA,ヒグマ,452154.64N,1413929.13E,45.365177778,141.658091667
41,894,HIGOH,ヒゴー,321145.37N,1305346.45E,32.195936111,130.896236111
41,895,HIKNE,ヒコネ,351415.45N,1361037.04E,35.237625000,136.176955556
41,896,HIMEH,ヒメ,334414.89N,1313651.24E,33.737469444,131.614233333
41,897,HIMKA,ヒムカ,315713.28N,1312950.79E,31.953688889,131.497441667
41,898,HIMMY,ヒミー,364915.95N,1365406.89E,36.821097222,136.901913889
41,899,HINAG,ヒナグ,322342.27N,1303053.71E,32.395075000,130.514919444
41,900,HINAI,ヒナイ,401730.07N,1403817.94E,40.291686111,140.638316667
41,901,HINJA,ヒンジャ,284422.73N,1303202.30E,28.739647222,130.533972222
41,902,HINOK,ヒノック,324615.90N,1304125.17E,32.771083333,130.690325000
41,903,HIOTI,ヒオチ,343827.27N,1363611.50E,34.640908333,136.603194444
41,904,HIRAR,ヒラー,250351.77N,1254529.43E,25.064380556,125.758175000
41,905,HIROO,ヒロオ,415802.42N,1433531.07E,41.967338889,143.591963889
42,906,HIROS,ヒロス,315530.20N,1321230.51E,31.925055556,132.208475000
42,907,HISAI,ヒサイ,343951.24N,1362957.22E,34.664233333,136.499227778
42,908,HISAK,ヒサック,324531.43N,1285424.57E,32.758730556,128.906825000
42,909,HISUI,ヒスイ,373534.46N,1375553.09E,37.592905556,137.931413889
42,910,HIZEN,ヒゼン,330552.51N,1300503.67E,33.097919444,130.084352778
42,911,HIZET,ハイゼット,335217.72N,1311332.93E,33.871588889,131.225813889
42,912,HIZME,ヒヅメ,393142.42N,1410935.33E,39.528450000,141.159813889
42,913,HOBBS,ホブス,352653.93N,1394541.29E,35.448313889,139.761469444
42,914,HOKKE,ホッケ,400009.62N,1372630.42E,40.002672222,137.441783333
42,915,HOKKI,ホッキ,423145.68N,1415224.40E,42.529355556,141.873444444
42,916,HOKTA,ホコタ,362330.27N,1405438.31E,36.391741667,140.910641667
42,917,HOKTO,ホクト,412802.57N,1431125.29E,41.467380556,143.190358333
42,918,HOKUE,ホクエ,370644.69N,1382502.15E,37.112413889,138.417263889
42,919,HOKUU,ホクウ,385207.87N,1401730.52E,38.868852778,140.291811111
42,920,HOLNI,ホルニ,344319.00N,1391821.84E,34.721944444,139.306066667
42,921,HONDA,ホンダ,353417.27N,1401118.64E,35.571463889,140.188511111
42,922,HONDO,ホンド,322519.23N,1301104.80E,32.422008333,130.184666667
42,923,HONMA,ホンマ,334933.96N,1345703.96E,33.826100000,134.951100000
42,924,HONOK,ホノク,332006.34N,1301647.79E,33.335094444,130.279941667
42,925,HORAI,ホウライ,273816.33N,1285140.18E,27.637869444,128.861161111
42,926,HOSTA,ホスタ,342318.20N,1350758.47E,34.388388889,135.132908333
42,927,HOTAL,ホタル,365915.91N,1360238.87E,36.987752778,136.044130556
43,928,HOUBA,ホウバ,354720.73N,1371349.16E,35.789091667,137.230322222
43,929,HYDRA,ヒドラ,350919.37N,1405252.52E,35.155380556,140.881255556
43,930,HYOGO,ヒョーゴ,345130.62N,1345944.03E,34.858505556,134.995563889
43,931,HYOKO,ヒョーコ,375149.00N,1391825.67E,37.863611111,139.307130556
44,932,IBELU,イベル,375905.65N,1401638.49E,37.984902778,140.277358333
44,933,IBENO,イベノ,345449.31N,1374032.80E,34.913697222,137.675777778
44,934,IBIPI,イビピ,335701.55N,1310232.76E,33.950430556,131.042433333
44,935,IBOSA,イボサ,430506.57N,1431926.77E,43.085158333,143.324102778
44,936,IBUKI,イブキ,353511.41N,1362733.50E,35.586502778,136.459305556
44,937,IBURA,イブラ,354212.14N,1403759.53E,35.703372222,140.633202778
44,938,IBURI,イブリ,415559.24N,1412810.71E,41.933122222,141.469641667
44,939,IDEMI,イデミ,415317.31N,1411633.57E,41.888141667,141.275991667
44,940,IDIKO,イディコ,301938.74N,1305004.26E,30.327427778,130.834516667
44,941,IDLAK,イドラック,343006.23N,1345953.02E,34.501730556,134.998061111
44,942,IDLAN,イドラン,360102.02N,1440543.01E,36.017227778,144.095280556
44,943,IDLUP,イドラップ,332454.63N,1334343.03E,33.415175000,133.728619444
44,944,IDMEN,イドメン,355140.19N,1380308.75E,35.861163889,138.052430556
44,945,IDNIL,イドニル,351820.47N,1370548.91E,35.305686111,137.096919444
44,946,IDOLI,イドリ,335926.16N,1303546.69E,33.990600000,130.596302778
44,947,IDOSU,アイドス,361130.97N,1363400.22E,36.191936111,136.566727778
44,948,IDSIS,イドシス,342702.36N,1340109.01E,34.450655556,134.019169444
44,949,IGAMO,アイガモ,425112.60N,1433614.52E,42.853500000,143.604033333
44,950,IGARA,イガラ,361407.33N,1435521.23E,36.235369444,143.922563889
44,951,IGBAM,イグバム,342609.48N,1324755.30E,34.435966667,132.798694444
44,952,IGBOD,イグボッド,325847.00N,1322243.00E,32.979722222,132.378611111
44,953,IGBUR,イグバー,343209.46N,1345030.81E,34.535961111,134.841891667
44,954,IGDAT,イグダット,343039.03N,1364933.01E,34.510841667,136.825836111
44,955,IGDER,イグダー,333320.84N,1301017.68E,33.555788889,130.171577778
44,956,IGDIN,イグディン,335241.09N,1344003.46E,33.878080556,134.667627778
45,957,IGDIP,イグディップ,414121.32N,1434328.13E,41.689255556,143.724480556
